Question,Marks,Topic,Difficulty
"Execute the algorithm given in Fig. 5 on an array A[1..15] = [0, 70, 74, 52, 86, 84, 62, 90, 56, 91, (10) 75, 94, 89, 58, 78, 88]. Write the final contents of an array A[ ] and stack S1.
//Q1 and Q2 are empty Queues, S1 and S2 are empty Stacks, an Integer i is initialized to 1, j is an //Integer, and flag is a Boolean.
Build_Min_Heap(A); 17. if (A.heap_size) 18. { Q1.enqueue(A[i]); 19.
while (!Q1.empty() || !Q2.empty()) 20. { flag = !true; 21. while (!Q1.empty()) 22.
S2.push(A[Right(i)]); }
Q1.dequeue(); }
flag = true;
while (!Q2.empty())
{
i++; 23. if(!flag) 24. { S1.push(Q1.front()); 25.
if(!S2.empty()) 26. S1.push(S2.top()); 27. flag = !flag ? !flag : flag; } 28. if (Left(i) <= A.heap_size) 29. Q2.enqueue(A[Left(i)]); 30. if (Right(i) <= A.heap_size) 31. { Q2.enqueue(A[Right(i)]); 32.
{
i++;
if(flag)
{ S1.push(Q2.front());
S1.push(S2.top());
flag = !flag ? !flag : !flag; } if (Left(i) <= A.heap_size)
Q1.enqueue(A[Left(i)]);
if (Right(i) <= A.heap_size)
{ Q1.enqueue(A[Right(i)]);
S2.push(A[Right(i)]);
}
Q2.dequeue(); } } }",10,HEAP,9
"Min Heap and Max Heap Implementation — C++, Java",6,HEAP,5
Check if an array represents a min-heap or not,6,HEAP,5
Convert max heap to min heap in linear time,6,HEAP,5
Find k’th largest element in an array,6,HEAP,5
Sort a k-sorted array,6,HEAP,5
Merge `M` sorted lists of variable length,6,HEAP,5
Find k’th smallest element in an array,6,HEAP,5
Find the smallest range with at least one element from each of the given lists,6,HEAP,5
Merge `M` sorted lists each containing `N` elements,6,HEAP,5
Find first `k` non-repeating characters in a string in a single traversal,6,HEAP,5
Connect `n` ropes with minimal cost,6,HEAP,5
Return k’th largest element in a stream,6,HEAP,5
Huffman Coding Compression Algorithm,6,HEAP,5
Replace each array element by its corresponding rank,6,HEAP,5
Single-Source Shortest Paths — Dijkstra’s Algorithm,6,HEAP,5
Construct a Cartesian tree from an inorder traversal,6,HEAP,5
"Implementation of Treap Data Structure (Insert, Search, and Delete)",6,HEAP,5
Heap Sort Algorithm,6,HEAP,5
Introsort Algorithm — Overview and C++ Implementation,6,HEAP,5
External Merge Sort Algorithm,6,HEAP,5
Efficiently merge `k` sorted linked lists,6,HEAP,5
Check if a binary tree is a min-heap or not,6,HEAP,5
Convert a Binary Search Tree into a Min Heap,6,HEAP,5
Find first `k` maximum occurring words in a given set of strings,6,HEAP,5
"The number of possible min-heaps containing each value from {1, 2, 3, 4, 5, 6, 7}exactly once is _____.",3,HEAP,2
"An operator delete (i) for a binary heap data structure is to be designed to delete the item in the ii-th node. Assume that the heap is implemented in an array and i refers to the i-th index of the array. If the heap tree has depth d (number of edges on the path from the root to the farthest leaf), tthen what is the time complexity to re-fix the heap efficiently after the removal of the element?",3,HEAP,2
"A complete binary min-heap is made by including each integer in [1;1023] exactly once. The depth of a node in the heap is the length of the path from the root of the heap to that node. Thus, the root is at depth 0. The maximum depth at which integer 9 can appear is _________.",3,HEAP,2
"Consider a max heap, represented by the array: 40, 30, 20, 10, 15, 16, 17, 8, 4.
Now consider that a value 35 is inserted into this heap. After insertion, the new heap is
Array Index 1 2 3 4 5 6 7 8 9
Value 40 30 20 10 15 16 17 8 4",3,HEAP,2
Consider a complete binary tree where the left and the right subtrees of the root are max-heaps. The lower bound for the number operations to convert the tree to a heap is,3,HEAP,2
"Consider the following array of elements
<89, 19, 50, 17, 12, 15, 2, 5, 7, 11, 6, 9, 100>
The minimum number of interchanges needed to convert it into a max-heap is",3,HEAP,2
"A priority queue is implemented as a Max-Heap. Initially, it has 5 elements. The level-order traversal of the heap is: 10, 8, 5, 3, 2. Two new elements 1 and 7 are inserted into the heap in that order. The level-order traversal of the heap after the insertion of the elements is:",3,HEAP,2
A max-heap is a heap where the value of each parent is greater than or equal to the value of its children. Which of the following is a max-heap?,3,HEAP,2
"Consider a binary max-heap implemented using an array.

Which one of the following array represents a binary max-heap?",3,HEAP,2
"Consider a binary max-heap implemented using an array.

What is the content of the array after two delete operations on the correct answer to the previous question?",3,HEAP,2
"Consider the process of inserting an element into a Max Heap, where the Max Heap is represented by an array. Suppose we perform a binary search on the path from the new leaf to the root to find the position for the newly inserted element, the number of comparisons performed is:",3,HEAP,2
What is Heap?,5,HEAP,2
What is Priority Queue?,5,HEAP,2
How is Binary Heap usually implemented?,5,HEAP,2
Insert item into the Heap. Explain your actions.,5,HEAP,2
What is Binary Heap?,5,HEAP,2
Compare Heaps vs Arrays to implement Priority Queue,5,HEAP,2
Explain how Heap Sort works,5,HEAP,2
Name some ways to implement Priority Queue,5,HEAP,2
What is the advantage of Heaps over Sorted Arrays?,5,HEAP,2
When would you want to use a Heap?,5,HEAP,2
Explain how to find 100 largest numbers out of an array of 1 billion numbers,5,HEAP,2
What is the difference between Heap and Red-Black Tree?,5,HEAP,2
"Given a singly linked list (LL1) having 2*n nodes (n â‰¥ 1).
 Write an algorithm/pseudo-code to create two linked lists (LL2 and LL3) each having n â€“ 1 nodes. LL2 and LL3 are respectively formed by adding values of consecutive odd-positioned and even-positioned nodes in LL1. Note: Position of first node in LL1 is one.
 Write an algorithm/pseudo-code to combine LL1 with LL2 and LL3 (formed in Q8.(a)). Nodes of LL2 and LL3 are to be placed at alternative positions in first-half and last-half of LL1. Create a new node MID that contains sum of first and last node values of LL1 and place it in the middle of the updated LL1 as shown in Fig. 5. Note: Creation of new node is not allowed, only reposition the existing nodes. Example: In continuation with example of Q8.(a)",6,LINKED LIST,8
"Write a pseudo-code to implement Round Robin CPU Scheduling using singly circular linked list assuming processes may have different arrival as well as burst times. Round Robin is a pre-emptive scheduling algorithm in which CPU is assigned to a process on the basis of FCFS for a fixed amount of time known as 'time quantum'. After time quantum expires, the running process is pre-empted and the processor is assigned to the next arrived process. Note: ï‚· tq represents time quantum, SCLL is a singly circular linked list maintaining list of processes which are being executed currently. LL is a simple linked list maintaining list of processes (in FCFS order) which are freshly arrived and yet to enter SCLL. ï‚· At the end of each tq, all the processes are deleted from LL and are inserted in the same order in SCLL. Similarly, when the burst time reaches zero the corresponding process is finally deleted from SCLL. ï‚· Memory should be allocated to a process only once when it arrives freshly. Also assume that insertion is happening automatically in LL, so there is no need to specify itâ€™s corresponding pseudo-code",4,LINKED LIST,9
Define Linked List,2,LINKED LIST,2
Name some advantages of Linked List,2,LINKED LIST,2
What is a cycle/loop in the singly-linked list?,1,LINKED LIST,2
What are some types of Linked List?,4,LINKED LIST,5
What is time complexity of Linked List operations?,1,LINKED LIST,2
Name some disadvantages of Linked Lists?,2,LINKED LIST,2
Under what circumstances are Linked Lists useful?,2,LINKED LIST,2
How to implement Linked List Using Stack?,5,LINKED LIST,9
Why does linked list delete and insert operation have complexity of O(1)?,2,LINKED LIST,2
When to use a Linked List over an Array/Array List?,3,LINKED LIST,2
Compare Array based vs Linked List stack implementations,6,LINKED LIST,9
When is a loop in a Linked List useful?,3,LINKED LIST,2
When should I use a List vs a LinkedList?,4,LINKED LIST,5
How would you compare Dynamic Arrays with Linked Lists and vice versa?,4,LINKED LIST,5
Explain Floyd's Cycle Detect Algoritm,6,LINKED LIST,9
Why is Merge sort preferred over Quick sort for sorting Linked Lists?,4,LINKED LIST,5
How would you traverse a Linked List in O(n1/2)?,6,LINKED LIST,9
How to apply Binary Search O(log n) on a sorted Linked List?,6,LINKED LIST,9
When is doubly linked list more efficient than singly linked list?,4,LINKED LIST,5
How is it possible to do Binary Search on a Doubly-Linked List in O(n) time?,4,LINKED LIST,5
Why would you ever do Binary Search on a Doubly-Linked list?,4,LINKED LIST,5
What is Doubly Linked List? Write an algorithm to insert and delete a node in Doubly Linked List.,10,LINKED LIST,9
What is Circular Linked List? State the advantages and disadvantages of Circular Link List Over Doubly Linked List and Singly Linked List. Also write advantages of Linked List over an Array,10,LINKED LIST,9
How to reverse a singly Linked List using only two pointers?,6,LINKED LIST,5
What is complexity of push and pop for a Stack implemented using a LinkedList?,4,LINKED LIST,2
WAP to Insert an item in a sorted Linked List maintaining order,6,LINKED LIST,2
WAP to Convert a Singly Linked List to Circular Linked List,6,LINKED LIST,2
Wap to convert a Single Linked List to a Double Linked List,6,LINKED LIST,5
WAP to implement Floyd's Cycle Detect Algorithm: Remove Cycle (Loop) from a Linked List,6,LINKED LIST,9
WAP to implement Double Linked List from Stack with min complexity,6,LINKED LIST,9
"WAP to split the Linked List into k consecutive linked list ""parts""",6,LINKED LIST,5
WAP to Remove duplicates from an unsorted Linked List,6,LINKED LIST,5
WAP to find Sum of two numbers represented as Linked Lists,6,LINKED LIST,5
WAP to Find similar elements from two Linked Lists and return the result as a Linked List,6,LINKED LIST,2
WAP to find Nth element from the end of a singly Linked List?,6,LINKED LIST,2
WAP to Find Merge (Intersection) Point of Two Linked Lists,6,LINKED LIST,5
WAP to recursively reverse a Linked List,6,LINKED LIST,5
Define P and NP Complete class of problems. Give at-least one example for each class.,4,P and NP,2
What is P and NP?,5,P and NP,2
"What are the differences between NP, NP-Complete and NP-9?",6,P and NP,5
Draw the conditions P=NP and P!=NP,4,P and NP,5
"If P = NP, why does P = NP = NP-Complete?",2,P and NP,2
Is this optimization problem on a bipartite graph NP-9?,5,P and NP,9
Is it possible to find a Eulerian path or Eulerian cycle in polynomial time in a directed multigraph with self loops?,4,P and NP,5
What are the differences and/or similarities between problem reduction and transformation?,6,P and NP,9
Explain why NP-complete \cap P = \Phi if P != NP,2,P and NP,2
"Classify whether following undirected graphs are NP or P
α : Given G(V, E), does G have an independent set of size | V | - 4?
β : Given G(V, E), does G have an independent set of size 5?",6,P and NP,9
"Ram and Shyam have been asked to show that a certain problem Π is NP-complete. Ram shows a polynomial time reduction from the 3-SAT problem to Π, and Shyam shows a polynomial time reduction from Π to 3-SAT. Prove that Π is NP-Complete",4,P and NP,5
If: a. Language is NP-complete b. Language is in NP c. is polynomial time reducible to A A B B Then Prove: B is NP-complete,6,P and NP,9
What's the relationship between PP and NP?,3,P and NP,5
How to prove given problem is NP-complete or not? Explain with Example,5,P and NP,9
"Suppose a polynomial time algorithm is discovered that correctly computes the largest clique in a given graph. In this scenario, draw the Venn diagram of the complexity classes P, NP and NP Complete (NPC)?",4,P and NP,9
Let S be an NP-complete problem and Q and R be two other problems not known to be in NP. Q is polynomial time reducible to S and S is polynomial-time reducible to R. Prove that R is NP-9,3,P and NP,5
"If the elements “A”, “B”, “C” and “D” are placed in a queue and are deleted one at a time, in what order will they be removed?",5,QUEUE,2
"A normal queue, if implemented using an array of size MAX_SIZE, gets full when? Expalin your answer by implementing",5,QUEUE,5
"How many stacks are needed to implement a queue. Consider the situation where no other data structure like arrays, linked list is available to you.",2,QUEUE,2
"How many queues are needed to implement a stack. Consider the situation where no other data structure like arrays, linked list is available to you.",2,QUEUE,2
A priority queue can efficiently implemented using which of the following data structures? Assume that the number of insert and peek (operation to see the current highest priority item) and extraction (remove the highest priority item) operations are almost same.,3,QUEUE,2
"Suppose a circular queue of capacity (n – 1) elements is implemented with an array of n elements. Assume that the insertion and deletion operation are carried out using REAR and FRONT as array index variables, respectively. Initially, REAR = FRONT = 0. The conditions to detect queue full and queue empty are",3,QUEUE,2
"A Priority-Queue is implemented as a Max-Heap. Initially, it has 5 elements. The level-order traversal of the heap is given below: 10, 8, 5, 3, 2 Two new elements ”1‘ and ”7‘ are inserted in the heap in that order. The level-order traversal of the heap after the insertion of the elements is:",3,QUEUE,2
"An implementation of a queue Q, using two stacks S1 and S2, is given below:
void insert(Q, x) {
push (S1, x);
}
void delete(Q){
if(stack-empty(S2)) then if(stack-empty(S1)) then {
print(“Q is empty”);
return;
}
else while (!(stack-empty(S1))){
x=pop(S1);
push(S2,x);
}
x=pop(S2);
}
Run on IDE
Let n insert and m (<=n) delete operations be performed in an arbitrary order on an empty queue Q. Let x and y be the number of push and pop operations performed respectively in the process. Which one of the following is true for all m and n?",5,QUEUE,9
"Consider the following operation along with Enqueue and Dequeue operations on queues, where k is a global parameter.
MultiDequeue(Q){
m = k
while (Q is not empty and m > 0) {
Dequeue(Q)
m = m - 1
}
}
What is the worst case time complexity of a sequence of n MultiDequeue() operations on an initially empty queue? (GATE CS 2013) (A) \Theta(n) (B) \Theta(n + k) (C) \Theta(nk) (D) \Theta(n^2)",5,QUEUE,9
Illustrate stepwise execution of the Heapsort algorithm on an array to arrange its elements in descending order.,10,SORTING,5
"Write a complete algorithm/pseudo-code to implement any one of the following:
 
 Quicksort sorting algorithm OR Mergesort sorting algorithm",3,SORTING,3
"A Radix Sort algorithm utilizing Counting Sort as an intermediate stable sorting algorithm is to be applied on the contents of array A to arrange them in increasing order. Let COUNT [0..9] be the array that counting sort uses to store the frequency values during intermediate steps.Illustrate step wise execution of counting sort, i.e. list the contents of array
 
 COUNT, for each of the iterations of Radix sort (starting from LSD). Also show
 
 the contents of array A across all the iterations of Radix sort.",5,SORTING,8
"Consider the worst case of a merge sort algorithm takes 24 seconds for an input of size 256. 
 Calculate the approximate maximum input size of a problem that can be solved in 2 minutes?",3,SORTING,4
What are the most common types of sorting algorithms? What is their time complexity?,6,SORTING,2
Note down the bubble sort algorithm,5,SORTING,3
"Write an algorithm to sort the specified array int[] input = { 4, 1, 2, 7, 10, 1, 2, 4, 4, 7, 1, 2, 1, 10, 1, 2, 4, 1, 2, 7, 10, 1, 2};",4,SORTING,4
Remove duplicates from a sorted list,3,SORTING,3
Find the element’s first and last positions in a sorted array,1,SORTING,1
Explain how Insertion Sort works,6,SORTING,7
Explain what is ideal Sorting algorithm?,3,SORTING,4
How would you optimise Bubble Sort?,2,SORTING,4
Insert an item in a sorted Linked List maintaining order,5,SORTING,2
"What is meant by to ""Sort in Place""?",2,SORTING,2
Explain how Heap Sort works,6,SORTING,6
Explain how Merge Sort works,7,SORTING,5
Sort a Stack using Recursion,6,SORTING,8
When is Quicksort better than Mergesort?,2,SORTING,3
What's the difference between External vs Internal sorting?,2,SORTING,2
Explain how Radix Sort works,5,SORTING,8
Explain how to find 100 largest numbers out of an array of 1 billion numbers,4,SORTING,6
How do you implement a counting sort algorithm?,6,SORTING,7
How do you swap two numbers without using the third variable?,2,SORTING,1
Write the algorithm for Sieve of Eratosthenes Algorithms for Prime Number?,7,SORTING,8
Difference between a stable and unstable sorting algorithm?,5,SORTING,4
"Sort an array of 0’s, 1’s, and 2’s.",3,SORTING,3
Find a pair with the given sum in an array,5,SORTING,6
Sort an array in one swap whose two elements are swapped,4,SORTING,6
What are the types of sorting available in C++?,1,SORTING,1
What is the basic idea of shell sort?,2,SORTING,5
Define radix sort?,2,SORTING,4
Advantage of quick sort?,2,SORTING,3
Define quick sort?,2,SORTING,2
Define insertion sort?,2,SORTING,2
Define selection sort?,2,SORTING,2
Write the pseudo code for selection sort,6,SORTING,7
Write the algorithm for merge sort,6,SORTING,7
"Which of the following is not a stable sorting algorithm in its typical implementation. Explain 
a) Insertion Sort
b) Merge Sort
c) Quick Sort
d) Bubble Sort",2,SORTING,2
"Consider a situation where swap operation is very costly. Which of the following sorting algorithms should be preferred so that the number of swap operations are minimized in general? Explain A)Heap Sort
B)Selection Sort
C)Insertion Sort
D)Merge Sort",2,SORTING,3
The following best describes which algorithm? The elements are compared and swapped if the first is found to be greater than the second. Explain,2,SORTING,4
"The heap sort algorithm begins by converting the list into a heap, then sorting.
A.True
B.False",1,SORTING,1
Which sorting algorithm makes one swap per pass (possibly swapping an element with itself)?,2,SORTING,2
Which sorting algorithm may make multiple swaps per pass?,2,SORTING,2
"The following lists represent 3 passes of a sorting algorithm. Which algorithm is being used to sort the list?
4 8 6 2 5 7 4 8 6 2 5 7 4 6 8 2 5 7",2,SORTING,3
"We are sorting the following list in ascending order:
1 4 2 9 3 8 5
What does the list look like after one pass of the bubble sort algorithm.",1,SORTING,3
"We are sorting the following list in ascending order:
1 4 2 9 3 8 5
What does the list look like after one pass of the insertion sort algorithm.",2,SORTING,4
"What are the key advantages of Insertion Sort, Quicksort, Heapsort and Mergesort? Discuss best, average, and worst case time and memory complexity.",4,SORTING,6
"If all the elements in an input array is equal for example {1,1,1,1,1,1}, What would be the running time of the Insertion Algorithm?",2,SORTING,3
What operation does the Insertion Sort use to move numbers from the unsorted section to the sorted section of the list?,1,SORTING,3
"If the given input array is sorted or nearly sorted, which of the following algorithm gives the best performance? Explain 
a) Insertion sort
b) Selection sort
c) Quick sort
d) Merge sort",2,SORTING,4
"Which of the following algorithm pays the least attention to the ordering of the elements in the input list? Explain 
a) Insertion sort
b) Selection sort
c) Quick sort
d) None",2,SORTING,3
"Given a number of elements in the range [0….n3]. which of the following sorting algorithms can sort them in O(n) time? Explain 
a) Counting sort
b) Bucket sort
c) Radix sort
d) Quick sort",2,SORTING,2
"The radix sort does not work correctly if each individual digit is sorted using
a) Insertion sort
b) Counting sort
c) Selection sort
d) Bubble sort",1,SORTING,1
"Which of the following algorithm design technique is used in the quick sort algorithm and when?
a) Dynamic programming
b) Backtracking
c) Divide-and-conquer
d) Greedy method",2,SORTING,3
"What would be the worst case time complexity of the insertion sort algorithm, if the inputs are restricted to permutation of 1…..n with at most n inversion? Explain
a) θ (n2)
b) θ (nlogn)
c) θ (n1.5)
d) θ (n)",3,SORTING,5
"In a binary max heap containing n numbers, the smallest element can be found in time
a) θ (n)
b) θ (logn)
c) θ (loglogn)
d) θ (1)",2,SORTING,1
"Which of the following sorting procedure is the slowest ?
a) Quick sort
b) Heap sort
c) Shell sort
d) Bubble sort",1,SORTING,1
"A sort which compares adjacent elements in a list and switches where necessary is
a) insertion sort
b) heap sort
c) quick sort
d) bubble sort",1,SORTING,1
A sort which iteratively passes through a list to exchange the first element with any element less than it and then repeats with a new first element is called,1,SORTING,1
"The number of swappings needed to sort the numbers 8, 22, 7, 9, 31, 19, 5, 13 in ascending order, using bubble sort is.",4,SORTING,5
"The way a card game player arranges his cards as he picks them one by one can be compared to. Explain your answer.
a) Quick sort
b) Merge sort
c) Insertion sort
d) Bubble sort",3,SORTING,4
Which sorting method is the best when the list is already sorted. Do a dry run to defend your answer.,4,SORTING,5
"As part of the maintenance work, you are entrusted with the work of rearranging the library books in a shelf in proper order, at the end of each day. The ideal sorting choice will be ? and why?",4,SORTING,4
"Perform the following operations using stacks. Show contents of the stack at each intermediate step.
 (a) Convert the given infix expression into an equivalent postfix expression.
 A â€“ B â€“ C * (D + E / F â€“ G) â€“ H
 (b) Compute the value of the postfix expression obtained in Q1.(a) for
 A = 45, B = F = 2, C = 5, D = 8, E = 6, G = 4, and H = 3.",4,STACK,6
Convert the given infix expression into an equivalent postfix expression using stacks. Show contents of the stack at each intermediate step. Use the precedence table as shown in Table 1. (A $ B + C) # (K + L â€“ M * N + O ^ P * W / U),3,STACK,5
"Let the letters S, E, A, T, B, L has to be pushed on to an empty stack of characters in the order they appear from left to right. Consider that the output of pop() operation is appended in an initially empty output string. Determine the sequence in which push() and pop() operations should be called such that the contents in the output string should be STABLE.",1,STACK,3
"Let S be an empty stack and Q be a queue with contents as shown in Fig. 1. isEmpty(Q) or isEmpty(S) returns true if Q or S is empty, else returns false. top(S) returns the character at the top of S without removing it from S. Execute the code snippet given in Fig. 2 and answer the following questions. (a) Give the contents of S after each execution of the while loop within main(). (b) Observe the output obtained in Q5. (a) and clearly state the purpose(s) of designing it.",3,STACK,5
"Convert the infix expression into an equivalent postfix expression using stacks. 
 Show contents of the stack at each intermediate step.",7,STACK,5
"Stack A has the entries a, b, c, d (with a on the top). An entry popped out of stack A can be printed immediately or pushed to stack B. An entry popped out of stack B can
only be printed. In this arrangement, how many permutations of a, b, c, d which are not
possible and list them.",3,STACK,5
Infix to Postfix Conversion using Stack,5,STACK,2
Prefix to Infix Conversion,5,STACK,2
Prefix to Postfix Conversion,5,STACK,2
Postfix to Prefix Conversion,5,STACK,2
Postfix to Infix,5,STACK,2
Convert Infix To Prefix Notation,5,STACK,2
Reverse a stack using recursion,5,STACK,5
Sort a stack using recursion,5,STACK,5
Sort a stack using a temporary stack,5,STACK,5
Reverse a stack without using extra space in O(n),5,STACK,5
Delete middle element of a stack,5,STACK,5
Sorting array using Stacks,5,STACK,5
Evaluation of Postfix Expression,5,STACK,5
Arithmetic Expression Evalution,5,STACK,5
Solve Tower of Hanoi,5,STACK,5
"Perform the following operations using stacks. Show contents of the stack at each intermediate step.
(a) Convert the given infix expression into an equivalent postfix expression.
A – B – C * (D + E / F – G) – H
(b) Compute the value of the postfix expression obtained in Q1.(a) for
A = 45, B = F = 2, C = 5, D = 8, E = 6, G = 4, and H = 3.",6,STACK,9
Program for Tower of Hanoi,5,STACK,9
"What is the policy, followed in Stack implementation? Stack is a linear or non-
linear data structure.",2,STACK,5
Give two situations/applications where Stack data structure will be preferred to use.,2,STACK,2
"We want to implement push and pop operations on Stack with the help of a linked 4
list. Give algorithms for these operations; taking start as the starting address of list,
start —) info as the data part of node and start -4 next as the pointer to next node.",4,STACK,9
"Following post-fix expression is given. Give a step-by-step process to evaluate this
(8)
expression using stack. Here, "","" has been used to separate the operands/operators.
Expression: 12 , 4 , 5 , + , 20 , * , 3 , - , 20, * ,",8,STACK,5
Differentiate between: stack and queue,1,STACK,2
Which data structure can be best applied for the above mentioned problem? stack,2,STACK,2
"Q3.Convert the following infix expressions into its equivalent postfix expression using stack;
A) A * (B*D)/E-F*(G+H/K)
B) Evaluate the result obtained in part a with given values: A=9,B=4,D=E=F=K=2, G=5,H=6",3,STACK,5
"Suppose the numbers 0, I, 2, ..., 9 were pushed onto a stack in that order, but that pops occurred at
random points between the various pushes. Each pop will also print the deleted element.
A) List out the valid sequence of push and pop operation to achieve the output :
3, 2, 6, 5, 7, 4, 1, 0, 9, 8.
B) Explain why it is not possible that 3, 2, 6, 4, 7, 5, 1, 0, 9, 8 is a valid sequence in which the values
could have been popped off the stack",3,STACK,9
"Convert following infix expression into postfix expression using stack as an intermediate data structure. Also,
evaluate the resulting postfix expression using stack.

Infix Expression: S * 4 ♦ (30 —50/2)",3,STACK,5
"Entries in a stack are “ordered”. What is the meaning of this statement?
a) A collection of stacks is sortable
b) Stack entries may be compared with the ‘<‘ operation
c) The entries are stored in a linked list
d) There is a Sequential entry that is one by one. explain this",3,STACK,5
"Which of the following is not the application of stack?
a) A parentheses balancing program
b) Tracking of local variables at run time
c) Compiler Syntax Analyzer
d) Data Transfer between two asynchronous process.. explain why",,STACK,5
Consider the usual algorithm for determining whether a sequence of parentheses is balanced. The maximum number of parentheses that appear on the stack AT ANY ONE TIME when the algorithm analyzes: (()(())(()))?,3,STACK,5
Consider the usual algorithm for determining whether a sequence of parentheses is balanced. Suppose that you run the algorithm on a sequence that contains 2 left parentheses and 3 right parentheses (in some order). The maximum number of parentheses that appear on the stack AT ANY ONE TIME during the computation?,3,STACK,5
What is the value of the postfix expression 6 3 2 4 + – *?,2,STACK,2
Here is an infix expression: 4 + 3*(6*3-12). Suppose that we are using the usual stack algorithm to convert the expression from infix to postfix notation. The maximum number of symbols that will appear on the stack AT ONE TIME during the conversion of this expression?,3,STACK,2
The postfix form of the expression (A+ B)*(C*D- E)*F / G is,2,STACK,2
The postfix form of A*B+C/D is?,1,STACK,2
The prefix form of A-B/ (C * D ⋀ E) is,1,STACK,2
"What is the result of the following operation
Top (Push (S, X))",2,STACK,5
The prefix form of an infix expression p + q - r * t is?,4,STACK,5
"The result of evaluating the postfix expression 5, 4, 6, +, *, 4, 9, 3, /, +, * is?",2,STACK,5
"Convert the following infix expressions into its equivalent postfix expressions
(A + B ⋀D)/(E - F)+G",2,STACK,2
"Convert the following Infix expression to Postfix form using a stack

x + y * z + (p * q + r) * s, Follow usual precedence rule and assume that the expression is legal.",3,STACK,2
Consider the usual implementation of parentheses balancing program using stack. What is the maximum number of parentheses that will appear on stack at any instance of time during the analysis of ( ( ) ( ( ) ) ( ( ) ) )?,2,STACK,5
"If the elements “A”, “B”, “C” and “D” are placed in a stack and are deleted one at a time, in what order will they be removed?",4,STACK,5
Inorder Tree Traversal,1,STACK,2
Preorder Tree Traversal,1,STACK,2
Postorder Tree Traversal,1,STACK,2
Check if two binary trees are identical or not,5,STACK,9
"What is the policy, followed in Stack implementation? Stack is a linear or non-
linear data structure.",3,STACK,2
"Let S be an empty stack and Q be a queue having n numbers. isEmpty(Q) or isEmpty(S) returns true if Q or S is empty, else returns false. top(S) returns the number at the top of S without removing it from S. Similarly, front(Q) returns the number at the front of the queue Q without removing it from Q.
Determine the best- as well as the worst-case running time of an algorithm shown in Fig. 3. Justify your answers giving suitable examples. [Hint: Use n <= 4].
1. while (!isEmpty(Q))
2. { if (isEmpty(S) || top(S) >= front(Q))
3. { S = push(S,front(Q));
4. Q = dequeue(Q);
5. }
6. else
7. { Q = enqueue(Q,top(S));
8. S = pop(S);
9. }
10. }",2,STACK,5
Convert the given infix expression into an equivalent postfix expression using stacks. Show contents of the stack at each intermediate step. Use the precedence table as shown in Table 1. (A $ B + C) # (K + L – M * N + O ^ P * W / U),3,STACK,5
"Let the letters S, E, A, T, B, L has to be pushed on to an empty stack of characters in the order they appear from left to right. Consider that the output of pop() operation is appended in an initially empty output string. Determine the sequence in which push() and pop() operations should be called such that the contents in the output string should be STABLE.",1,STACK,2
Show stepwise a tree that Huffmanâ€™s greedy algorithm could produce for the sentence given in Fig. 1. Write optimal codes thus generated for all the different characters present in the sentence,12,STRING,6
Program for Return maximum occurring character in the input string,5,STRING,9
Program for Remove all duplicates from the input string.,5,STRING,9
Program for Print all the duplicates in the input string.,5,STRING,9
Program for Remove characters from the first string which are present in the second string,5,STRING,9
Program for A Program to check if strings are rotations of each other or not,10,STRING,9
Program for Print reverse of a string using recursion,10,STRING,9
Program for Write a C program to print all permutations of a given string,10,STRING,9
Program for Divide a string in N equal parts,10,STRING,9
"Program for Given a string, find its first non-repeating character",10,STRING,9
Program for Print list items containing all characters of a given word,10,STRING,9
Program for Reverse words in a given string,10,STRING,9
Program for Run Length Encoding,10,STRING,9
Program for Find the smallest window in a string containing all characters of another string,10,STRING,9
Program for Length of the longest substring without repeating characters,10,STRING,9
Program for Print all permutations with repetition of characters,10,STRING,9
Program for Print all interleavings of given two strings,10,STRING,9
Program for Check whether a given string is an interleaving of two other given strings,10,STRING,9
Program for Check whether two strings are anagram of each other,10,STRING,9
"Choose a correct statement about C String.
char ary[]=""Hello..!"";
A) Character array, ary is a string.
B) ary has no Null character at the end
C) String size is not mentioned
D) String can not contain special characters. explain",2,STRING,2
What is the Format specifier used to print a String or Character array in C Printf or Scanf function.?,1,STRING,2
"What is the output of C Program with Strings.?
int main()
{
char ary[]=""Discovery Channel"";
printf(""%s"",ary);
return 0;
}",4,STRING,5
"What is the output of C Program with Strings.?
int main()
{
char str[]={'g','l','o','b','e'};
printf(""%s"",str);
return 0;
}",4,STRING,5
"What is the output of C Program with Strings.?
int main()
{
char str[]={'g','l','o','b','y','\0'};
printf(""%s"",str);
return 0;
}",4,STRING,5
"How do you convert this char array to string.?
char str[]={'g','l','o','b','y'};",,STRING,5
"What is the output of C Program.?
int main()
{
int str[]={'g','l','o','b','y'};
printf(""A%c "",str);
printf(""A%s "",str);
printf(""A%c "",str[0]);
return 0;
}",4,STRING,5
"What is the output of C Program with arrays.?
int main()
{
char str[]={""C"",""A"",""T"",""\0""};
printf(""%s"",str);
return 0;
}",4,STRING,5
What is the maximum length of a C String.?,1,STRING,2
"What is the output of C program with strings.?
int main()
{
char str1[]=""JOHN"";
char str2[20];
str2= str1;
printf(""%s"",str2);
return 0;
}",4,STRING,5
"What is the output of C Program with arrays.?
int main()
{
char str[25];
scanf(""%s"", str);
printf(""%s"",str);
return 0;
}
//input: South Africa",4,STRING,5
"If the two strings are identical, then strcmp() function returns",1,STRING,2
